???Safari World PCL (SAFARI) Historical Prices
Date,Open,High,Low,Close,Volume
06/09/2021,0.48,0.48,0.48,0.48,"0,000"
12/31/2020,0.48,0.48,0.48,0.48,"0,000"
12/31/2019,0.48,0.48,0.48,0.48,"0,000"
12/31/2018,0.48,0.48,0.48,0.48,"0,000"
12/29/2017,0.48,0.48,0.48,0.48,"0,000"
12/30/2016,0.48,0.48,0.48,0.48,"0,000"
12/31/2015,0.48,0.48,0.48,0.48,"0,000"
12/31/2014,0.48,0.48,0.48,0.48,"0,000"
12/31/2013,0.48,0.48,0.48,0.48,"0,000"
12/31/2012,0.48,0.48,0.48,0.48,"0,000"
12/30/2011,0.48,0.48,0.48,0.48,"0,000"
