???MFC Industrial Real Estate Investment Trust (MIT) Historical Prices,,,,,
Date,Open,High,Low,Close,Volume
06-09-21,3.4,3.66,2.8,3.16,"31,338"
12/31/2020,2.92,3.74,2,3.4,"17,057"
12/31/2019,4.38,7.1,2.92,2.92,???
12/31/2018,6.7,6.7,4.32,4.38,"19,203"
12/29/2017,10,10,6.35,6.7,"0,903"
12/30/2016,10,10.4,7.9,10,"1,320"
12/31/2015,11,11.1,9.95,10,"18,617"
,,,,,
