???Shrinkflex (Thailand) PCL (SFT) Historical Prices
Date,Open,High,Low,Close,Volume
06/09/2021,4.50,7.05,4.22,6.50,"3,058,624"
12/31/2020,3.72,5.10,3.66,4.50,???
10/29/2020,3.72,3.94,3.66,3.66,"207,405,700"
