???Sea Oil PCL (SEAOIL) Historical Prices
Date,Open,High,Low,Close,Volume
06/09/2021,2.27,3.38,2.19,3.08,"4,373,495"
12/31/2020,3.49,3.55,1.28,2.27,???
12/31/2019,2.93,5.11,2.64,3.49,???
12/31/2018,2.30,3.99,1.30,2.93,???
12/29/2017,3.43,3.99,2.10,2.30,"2,288,739"
12/30/2016,3.56,4.53,2.73,3.43,"2,439,504"
12/31/2015,7.21,8.25,3.45,3.56,"2,602,936"
12/31/2014,3.45,9.65,2.88,7.21,"13,542,443"
12/31/2013,1.41,4.52,1.41,3.45,"83,875,186"
09/05/2013,1.41,1.64,1.41,1.57,"937,289,948"
