???Sunsweet PCL (SUN) Historical Prices,,,,,
Date,Open,High,Low,Close,Volume
06-09-21,2.76,9.4,2.76,7.1,"12,242,043"
12/31/2020,1.15,3.16,0.78,2.76,???
12/31/2019,1.93,2.04,0.82,1.15,???
12/31/2018,3.63,4.1,1.89,1.93,???
12/29/2017,3.9,3.9,3.5,3.63,"89,817,900"
,,,,,
