???Bhiraj Office Leasehold REIT (BOFFICE) Historical Prices
Date,Open,High,Low,Close,Volume
06/08/2021,11.10,11.20,8.55,9.45,"146,425"
12/31/2020,16.50,17.29,9.45,11.10,???
12/31/2019,12.45,17.39,12.25,16.50,???
12/31/2018,10.87,13.64,10.87,12.45,???
01/23/2018,10.87,11.76,10.87,11.56,"71,483,657"
