???Chaopraya Mahanakorn PCL (CMC) Historical Prices
Date,Open,High,Low,Close,Volume
06/08/2021,0.79,1.50,0.75,1.34,"3,258,463"
12/31/2020,0.80,0.91,0.42,0.79,???
12/31/2019,1.49,1.85,0.77,0.80,???
12/31/2018,2.55,2.57,1.49,1.49,???
11/19/2018,2.55,2.57,2.18,2.29,"264,941,383"
