???Winner Group Enterprise PCL (WINNER) Historical Prices
Date,Open,High,Low,Close,Volume
06/09/2021,2.60,3.38,2.54,3.02,"1,281,269"
12/31/2020,2.08,3.10,1.80,2.60,???
12/31/2019,2.78,3.14,2.02,2.08,???
12/31/2018,3.76,4.10,2.64,2.78,???
12/29/2017,3.16,4.56,3.12,3.76,"2,569,329"
12/30/2016,2.58,3.66,2.38,3.16,"1,164,135"
12/31/2015,2.52,3.12,2.46,2.58,"909,148"
12/31/2014,2.66,3.66,2.00,2.52,"2,187,422"
12/31/2013,4.46,5.65,2.66,2.66,"12,835,349"
10/03/2013,4.46,5.65,4.42,4.90,"585,068,400"
