???WP Energy PCL (WP) Historical Prices
Date,Open,High,Low,Close,Volume
06/09/2021,4.28,5.60,4.24,5.05,"474,891"
12/31/2020,5.05,5.70,2.98,4.28,???
12/31/2019,4.98,7.60,4.90,5.05,???
12/31/2018,15.40,16.20,4.96,4.98,???
02/01/2018,15.40,16.20,11.90,12.30,"103,735,600"
